Proteins	Gonames	Goterms	Probability
4FEZ-A	regulation of gene expression, epigenetic	GO:0040029	0.0000
4FEZ-A	glucose 6-phosphate metabolic process	GO:0051156	0.0285
4FEZ-A	positive regulation of neuron differentiation	GO:0045666	0.0000
4FEZ-A	regulation of cell cycle process	GO:0010564	0.0001
4FEZ-A	heart process	GO:0003015	0.0000
4FEZ-A	positive regulation of ion transmembrane transporter activity	GO:0032414	0.0000
4FEZ-A	G2/M transition of mitotic cell cycle	GO:0000086	0.0001
4FEZ-A	peptide secretion	GO:0002790	0.0002
4FEZ-A	regulation of G protein-coupled receptor signaling pathway	GO:0008277	0.0000
4FEZ-A	nucleotide catabolic process	GO:0009166	0.0254
4FEZ-A	icosanoid secretion	GO:0032309	0.0000
4FEZ-A	ribonucleoside monophosphate biosynthetic process	GO:0009156	0.4740
4FEZ-A	metal ion homeostasis	GO:0055065	0.0013
4FEZ-A	response to external stimulus	GO:0009605	0.0237
4FEZ-A	response to alkaloid	GO:0043279	0.0000
4FEZ-A	sphingolipid metabolic process	GO:0006665	0.0000
4FEZ-A	phagocytosis	GO:0006909	0.0000
4FEZ-A	purine ribonucleoside salvage	GO:0006166	0.0440
4FEZ-A	regulation of protein-containing complex assembly	GO:0043254	0.0001
4FEZ-A	amino acid salvage	GO:0043102	0.0173
4FEZ-A	regulation of small molecule metabolic process	GO:0062012	0.0021
4FEZ-A	vascular process in circulatory system	GO:0003018	0.0000
4FEZ-A	negative regulation of phosphorus metabolic process	GO:0010563	0.0002
4FEZ-A	signal transduction	GO:0007165	0.0119
4FEZ-A	regulation of pH	GO:0006885	0.0002
4FEZ-A	thiamine diphosphate metabolic process	GO:0042357	0.0077
4FEZ-A	oligosaccharide metabolic process	GO:0009311	0.0356
4FEZ-A	isoprenoid biosynthetic process	GO:0008299	0.0332
4FEZ-A	cell recognition	GO:0008037	0.0000
4FEZ-A	regulation of blood pressure	GO:0008217	0.0000
4FEZ-A	developmental maturation	GO:0021700	0.0001
4FEZ-A	positive regulation of secretion by cell	GO:1903532	0.0000
4FEZ-A	signal transduction by protein phosphorylation	GO:0023014	0.0003
4FEZ-A	quinone biosynthetic process	GO:1901663	0.0062
4FEZ-A	regulation of secretion	GO:0051046	0.0000
4FEZ-A	myeloid leukocyte migration	GO:0097529	0.0000
4FEZ-A	ribosome biogenesis	GO:0042254	0.0167
4FEZ-A	cellular ion homeostasis	GO:0006873	0.0017
4FEZ-A	unsaturated fatty acid metabolic process	GO:0033559	0.0001
4FEZ-A	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:0000288	0.0000
4FEZ-A	mitotic cytokinesis	GO:0000281	0.0000
4FEZ-A	ion homeostasis	GO:0050801	0.0012
4FEZ-A	regulation of cell motility	GO:2000145	0.0002
4FEZ-A	cell surface receptor signaling pathway involved in cell-cell signaling	GO:1905114	0.0000
4FEZ-A	embryo development ending in birth or egg hatching	GO:0009792	0.0002
4FEZ-A	cellular response to hexose stimulus	GO:0071331	0.0001
4FEZ-A	steroid metabolic process	GO:0008202	0.0011
4FEZ-A	liver development	GO:0001889	0.0000
4FEZ-A	nucleoside bisphosphate metabolic process	GO:0033865	0.1091
4FEZ-A	locomotory behavior	GO:0007626	0.0000
4FEZ-A	primary alcohol metabolic process	GO:0034308	0.0027
4FEZ-A	heart development	GO:0007507	0.0000
4FEZ-A	nucleoside phosphate biosynthetic process	GO:1901293	0.6754
4FEZ-A	negative regulation of cell death	GO:0060548	0.0000
4FEZ-A	negative regulation of cellular component organization	GO:0051129	0.0000
4FEZ-A	regulation of leukocyte cell-cell adhesion	GO:1903037	0.0000
4FEZ-A	cellular response to oxygen radical	GO:0071450	0.0023
4FEZ-A	sulfur compound catabolic process	GO:0044273	0.0020
4FEZ-A	negative regulation of immune response	GO:0050777	0.0000
4FEZ-A	regulation of production of molecular mediator of immune response	GO:0002700	0.0000
4FEZ-A	cellular response to endogenous stimulus	GO:0071495	0.0020
4FEZ-A	histone methylation	GO:0016571	0.0000
4FEZ-A	protein import	GO:0017038	0.0006
4FEZ-A	response to organophosphorus	GO:0046683	0.0000
4FEZ-A	negative regulation of cell development	GO:0010721	0.0000
4FEZ-A	sterol biosynthetic process	GO:0016126	0.0027
4FEZ-A	regulation of molecular function	GO:0065009	0.0059
4FEZ-A	negative regulation of peptidase activity	GO:0010466	0.0000
4FEZ-A	response to organic cyclic compound	GO:0014070	0.0029
4FEZ-A	regulation of cell population proliferation	GO:0042127	0.0001
4FEZ-A	negative regulation of cellular macromolecule biosynthetic process	GO:2000113	0.0025
4FEZ-A	pyridine nucleotide metabolic process	GO:0019362	0.0401
4FEZ-A	pyruvate metabolic process	GO:0006090	0.3893
4FEZ-A	circulatory system development	GO:0072359	0.0001
4FEZ-A	glycerolipid metabolic process	GO:0046486	0.0050
4FEZ-A	dicarboxylic acid biosynthetic process	GO:0043650	0.1420
4FEZ-A	retinoid metabolic process	GO:0001523	0.0000
4FEZ-A	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000466	0.0001
4FEZ-A	negative regulation of nervous system development	GO:0051961	0.0000
4FEZ-A	pigment metabolic process	GO:0042440	0.0439
4FEZ-A	methionine biosynthetic process	GO:0009086	0.1015
4FEZ-A	cellular response to light stimulus	GO:0071482	0.0002
4FEZ-A	innate immune response	GO:0045087	0.0002
4FEZ-A	regulation of immune system process	GO:0002682	0.0001
4FEZ-A	response to peptide hormone	GO:0043434	0.0004
4FEZ-A	negative regulation of neurogenesis	GO:0050768	0.0000
4FEZ-A	cellular response to extracellular stimulus	GO:0031668	0.0197
4FEZ-A	response to decreased oxygen levels	GO:0036293	0.0023
4FEZ-A	negative regulation of biosynthetic process	GO:0009890	0.0034
4FEZ-A	response to chemical	GO:0042221	0.0499
4FEZ-A	embryo development	GO:0009790	0.0002
4FEZ-A	positive regulation of mitotic cell cycle	GO:0045931	0.0000
4FEZ-A	cellular response to oxygen-containing compound	GO:1901701	0.0118
4FEZ-A	leukocyte chemotaxis	GO:0030595	0.0000
4FEZ-A	cell differentiation	GO:0030154	0.0090
4FEZ-A	translational initiation	GO:0006413	0.0040
4FEZ-A	positive regulation of protein transport	GO:0051222	0.0000
4FEZ-A	detection of external stimulus	GO:0009581	0.0005
4FEZ-A	localization	GO:0051179	0.0313
4FEZ-A	oxygen transport	GO:0015671	0.0000
4FEZ-A	fatty acid oxidation	GO:0019395	0.0123
4FEZ-A	carbohydrate derivative transport	GO:1901264	0.0002
4FEZ-A	ribosome assembly	GO:0042255	0.0055
4FEZ-A	cellular response to organic cyclic compound	GO:0071407	0.0018
4FEZ-A	lipid transport	GO:0006869	0.0000
4FEZ-A	insulin secretion	GO:0030073	0.0000
4FEZ-A	regulation of biological quality	GO:0065008	0.0393
4FEZ-A	regulation of macromolecule metabolic process	GO:0060255	0.0152
4FEZ-A	negative regulation of sequestering of calcium ion	GO:0051283	0.0000
4FEZ-A	UTP metabolic process	GO:0046051	0.0143
4FEZ-A	aromatic compound biosynthetic process	GO:0019438	0.7083
4FEZ-A	chromatin organization involved in negative regulation of transcription	GO:0097549	0.0000
4FEZ-A	regulation of protein dephosphorylation	GO:0035304	0.0000
4FEZ-A	nucleotide phosphorylation	GO:0046939	0.2911
4FEZ-A	mitochondrial translational termination	GO:0070126	0.0000
4FEZ-A	regulation of cellular amide metabolic process	GO:0034248	0.0062
4FEZ-A	developmental process	GO:0032502	0.0536
4FEZ-A	cell-matrix adhesion	GO:0007160	0.0000
4FEZ-A	cellular response to alcohol	GO:0097306	0.0000
4FEZ-A	antigen processing and presentation of exogenous peptide antigen	GO:0002478	0.0000
4FEZ-A	thiamine metabolic process	GO:0006772	0.0074
4FEZ-A	lipid localization	GO:0010876	0.0000
4FEZ-A	positive regulation of protein modification process	GO:0031401	0.0001
4FEZ-A	membrane fusion	GO:0061025	0.0000
4FEZ-A	transcription-coupled nucleotide-excision repair	GO:0006283	0.0000
4FEZ-A	mRNA processing	GO:0006397	0.0001
4FEZ-A	monocarboxylic acid catabolic process	GO:0072329	0.0431
4FEZ-A	protein glycosylation	GO:0006486	0.0006
4FEZ-A	regulation of Rho protein signal transduction	GO:0035023	0.0000
4FEZ-A	carbohydrate transmembrane transport	GO:0034219	0.0027
4FEZ-A	RNA splicing, via transesterification reactions	GO:0000375	0.0000
4FEZ-A	DNA-dependent DNA replication	GO:0006261	0.0011
4FEZ-A	cell division	GO:0051301	0.0347
4FEZ-A	heterocycle catabolic process	GO:0046700	0.0752
4FEZ-A	amino sugar biosynthetic process	GO:0046349	0.0316
4FEZ-A	protein transport	GO:0015031	0.0012
4FEZ-A	cellular biogenic amine catabolic process	GO:0042402	0.0032
4FEZ-A	negative regulation of programmed cell death	GO:0043069	0.0000
4FEZ-A	protein polyubiquitination	GO:0000209	0.0001
4FEZ-A	L-phenylalanine metabolic process	GO:0006558	0.0021
4FEZ-A	cell projection morphogenesis	GO:0048858	0.0000
4FEZ-A	positive regulation of binding	GO:0051099	0.0000
4FEZ-A	regulation of cold-induced thermogenesis	GO:0120161	0.0000
4FEZ-A	negative regulation of gene expression	GO:0010629	0.0030
4FEZ-A	glutamine family amino acid metabolic process	GO:0009064	0.2869
4FEZ-A	response to disaccharide	GO:0034285	0.0000
4FEZ-A	photosynthesis, light reaction	GO:0019684	0.0000
4FEZ-A	polyamine metabolic process	GO:0006595	0.0216
4FEZ-A	cellular component organization or biogenesis	GO:0071840	0.1822
4FEZ-A	activation of protein kinase activity	GO:0032147	0.0000
4FEZ-A	cellular response to metal ion	GO:0071248	0.0002
4FEZ-A	protein targeting	GO:0006605	0.0013
4FEZ-A	epidermis development	GO:0008544	0.0000
4FEZ-A	response to glucose	GO:0009749	0.0006
4FEZ-A	response to ionizing radiation	GO:0010212	0.0001
4FEZ-A	thioester metabolic process	GO:0035383	0.0429
4FEZ-A	peptidoglycan catabolic process	GO:0009253	0.0002
4FEZ-A	ADP metabolic process	GO:0046031	0.2685
4FEZ-A	phospholipid biosynthetic process	GO:0008654	0.0692
4FEZ-A	head development	GO:0060322	0.0000
4FEZ-A	potassium ion transmembrane transport	GO:0071805	0.0001
4FEZ-A	rRNA-containing ribonucleoprotein complex export from nucleus	GO:0071428	0.0001
4FEZ-A	muscle structure development	GO:0061061	0.0000
4FEZ-A	cellular response to xenobiotic stimulus	GO:0071466	0.0028
4FEZ-A	regulation of cytosolic calcium ion concentration	GO:0051480	0.0000
4FEZ-A	autophagy	GO:0006914	0.0000
4FEZ-A	positive regulation of cellular component movement	GO:0051272	0.0000
4FEZ-A	RNA capping	GO:0036260	0.0000
4FEZ-A	signaling	GO:0023052	0.0191
4FEZ-A	antigen processing and presentation of exogenous antigen	GO:0019884	0.0000
4FEZ-A	folic acid-containing compound biosynthetic process	GO:0009396	0.0046
4FEZ-A	mitochondrion organization	GO:0007005	0.0001
4FEZ-A	positive regulation of transferase activity	GO:0051347	0.0002
4FEZ-A	7-methylguanosine mRNA capping	GO:0006370	0.0000
4FEZ-A	regulation of Ras protein signal transduction	GO:0046578	0.0001
4FEZ-A	negative regulation of catalytic activity	GO:0043086	0.0003
4FEZ-A	isoprenoid metabolic process	GO:0006720	0.0278
4FEZ-A	cellular response to tumor necrosis factor	GO:0071356	0.0000
4FEZ-A	positive regulation of ion transmembrane transport	GO:0034767	0.0000
4FEZ-A	glycerol metabolic process	GO:0006071	0.0286
4FEZ-A	striated muscle cell differentiation	GO:0051146	0.0000
4FEZ-A	negative regulation of response to external stimulus	GO:0032102	0.0001
4FEZ-A	deoxyribonucleotide biosynthetic process	GO:0009263	0.0269
4FEZ-A	purine ribonucleoside monophosphate metabolic process	GO:0009167	0.3741
4FEZ-A	cell wall macromolecule metabolic process	GO:0044036	0.0642
4FEZ-A	regulation of exocytosis	GO:0017157	0.0000
4FEZ-A	fatty acid biosynthetic process	GO:0006633	0.0912
4FEZ-A	macromolecule modification	GO:0043412	0.0721
4FEZ-A	intracellular protein transport	GO:0006886	0.0009
4FEZ-A	actin nucleation	GO:0045010	0.0000
4FEZ-A	alpha-amino acid catabolic process	GO:1901606	0.0748
4FEZ-A	cell cycle G2/M phase transition	GO:0044839	0.0001
4FEZ-A	positive regulation of cellular catabolic process	GO:0031331	0.0002
4FEZ-A	dendrite development	GO:0016358	0.0000
4FEZ-A	regulation of anatomical structure size	GO:0090066	0.0001
4FEZ-A	regulation of myeloid cell differentiation	GO:0045637	0.0000
4FEZ-A	positive regulation of organelle organization	GO:0010638	0.0002
4FEZ-A	diaminopimelate biosynthetic process	GO:0019877	0.1076
4FEZ-A	glyceraldehyde-3-phosphate metabolic process	GO:0019682	0.0525
4FEZ-A	response to glucocorticoid	GO:0051384	0.0000
4FEZ-A	ribosomal small subunit biogenesis	GO:0042274	0.0025
4FEZ-A	RNA processing	GO:0006396	0.0288
4FEZ-A	regulation of T cell proliferation	GO:0042129	0.0000
4FEZ-A	regulation of transporter activity	GO:0032409	0.0001
4FEZ-A	purine nucleobase metabolic process	GO:0006144	0.0183
4FEZ-A	cellular response to glucose stimulus	GO:0071333	0.0001
4FEZ-A	gliogenesis	GO:0042063	0.0000
4FEZ-A	camera-type eye development	GO:0043010	0.0000
4FEZ-A	regulation of lipid metabolic process	GO:0019216	0.0002
4FEZ-A	ribose phosphate biosynthetic process	GO:0046390	0.6216
4FEZ-A	export from cell	GO:0140352	0.0004
4FEZ-A	negative regulation of cellular protein metabolic process	GO:0032269	0.0008
4FEZ-A	regulation of inflammatory response	GO:0050727	0.0000
4FEZ-A	RNA transport	GO:0050658	0.0000
4FEZ-A	regulation of chromatin organization	GO:1902275	0.0000
4FEZ-A	glucan catabolic process	GO:0009251	0.0004
4FEZ-A	response to alcohol	GO:0097305	0.0009
4FEZ-A	regulation of cellular component movement	GO:0051270	0.0003
4FEZ-A	heme biosynthetic process	GO:0006783	0.0421
4FEZ-A	cellular component morphogenesis	GO:0032989	0.0000
4FEZ-A	iron coordination entity transport	GO:1901678	0.0003
4FEZ-A	secretion by cell	GO:0032940	0.0002
4FEZ-A	response to wounding	GO:0009611	0.0002
4FEZ-A	post-embryonic development	GO:0009791	0.0007
4FEZ-A	tryptophan metabolic process	GO:0006568	0.0455
4FEZ-A	regulation of cellular macromolecule biosynthetic process	GO:2000112	0.0116
4FEZ-A	regulation of DNA binding	GO:0051101	0.0002
4FEZ-A	positive regulation of cell growth	GO:0030307	0.0000
4FEZ-A	urogenital system development	GO:0001655	0.0000
4FEZ-A	vesicle organization	GO:0016050	0.0000
4FEZ-A	negative regulation of cell motility	GO:2000146	0.0000
4FEZ-A	cell-cell signaling	GO:0007267	0.0006
4FEZ-A	reproduction	GO:0000003	0.0067
4FEZ-A	cellular monovalent inorganic cation homeostasis	GO:0030004	0.0001
4FEZ-A	cellular component macromolecule biosynthetic process	GO:0070589	0.0237
4FEZ-A	regulation of response to DNA damage stimulus	GO:2001020	0.0001
4FEZ-A	terpenoid biosynthetic process	GO:0016114	0.0121
4FEZ-A	striated muscle tissue development	GO:0014706	0.0000
4FEZ-A	DNA metabolic process	GO:0006259	0.1126
4FEZ-A	multi-organism transport	GO:0044766	0.0000
4FEZ-A	negative regulation of defense response	GO:0031348	0.0000
4FEZ-A	synaptic vesicle cycle	GO:0099504	0.0000
4FEZ-A	angiogenesis	GO:0001525	0.0000
4FEZ-A	cell morphogenesis involved in neuron differentiation	GO:0048667	0.0000
4FEZ-A	response to oxygen levels	GO:0070482	0.0019
4FEZ-A	myeloid cell homeostasis	GO:0002262	0.0000
4FEZ-A	endosomal transport	GO:0016197	0.0000
4FEZ-A	positive regulation of locomotion	GO:0040017	0.0000
4FEZ-A	regulation of dephosphorylation	GO:0035303	0.0000
4FEZ-A	viral release from host cell by cytolysis	GO:0044659	0.0000
4FEZ-A	flavin-containing compound metabolic process	GO:0042726	0.0064
4FEZ-A	protein deubiquitination	GO:0016579	0.0001
4FEZ-A	RNA export from nucleus	GO:0006405	0.0000
4FEZ-A	cellular metal ion homeostasis	GO:0006875	0.0012
4FEZ-A	cellular response to growth factor stimulus	GO:0071363	0.0000
4FEZ-A	lipopolysaccharide biosynthetic process	GO:0009103	0.0404
4FEZ-A	regulation of viral process	GO:0050792	0.0000
4FEZ-A	programmed cell death	GO:0012501	0.0002
4FEZ-A	nucleoside monophosphate biosynthetic process	GO:0009124	0.4829
4FEZ-A	archaeal or bacterial-type flagellum-dependent cell motility	GO:0097588	0.0002
4FEZ-A	glycolipid biosynthetic process	GO:0009247	0.0366
4FEZ-A	beta-glucan catabolic process	GO:0051275	0.0002
4FEZ-A	pyridine-containing compound biosynthetic process	GO:0072525	0.1139
4FEZ-A	hemopoiesis	GO:0030097	0.0000
4FEZ-A	negative regulation of metabolic process	GO:0009892	0.0049
4FEZ-A	positive regulation of inflammatory response	GO:0050729	0.0000
4FEZ-A	cell population proliferation	GO:0008283	0.0001
4FEZ-A	tRNA aminoacylation for protein translation	GO:0006418	0.2406
4FEZ-A	G protein-coupled receptor signaling pathway	GO:0007186	0.0001
4FEZ-A	ribonucleoprotein complex assembly	GO:0022618	0.0036
4FEZ-A	cellular macromolecule localization	GO:0070727	0.0014
4FEZ-A	vasculature development	GO:0001944	0.0000
4FEZ-A	amine catabolic process	GO:0009310	0.0040
4FEZ-A	viral RNA genome replication	GO:0039694	0.0000
4FEZ-A	cation homeostasis	GO:0055080	0.0014
4FEZ-A	pyrimidine deoxyribonucleotide biosynthetic process	GO:0009221	0.0168
4FEZ-A	gene silencing by miRNA	GO:0035195	0.0000
4FEZ-A	positive regulation of RNA biosynthetic process	GO:1902680	0.0008
4FEZ-A	regulation of cytokine-mediated signaling pathway	GO:0001959	0.0000
4FEZ-A	DNA-templated transcription, termination	GO:0006353	0.0008
4FEZ-A	telomere organization	GO:0032200	0.0001
4FEZ-A	protein export from nucleus	GO:0006611	0.0000
4FEZ-A	S-adenosylmethionine metabolic process	GO:0046500	0.0378
4FEZ-A	regulation of endopeptidase activity	GO:0052548	0.0000
4FEZ-A	regulation of blood circulation	GO:1903522	0.0000
4FEZ-A	pyridoxal phosphate metabolic process	GO:0042822	0.0608
4FEZ-A	glycerol ether metabolic process	GO:0006662	0.0003
4FEZ-A	alditol metabolic process	GO:0019400	0.0290
4FEZ-A	isoleucine biosynthetic process	GO:0009097	0.0828
4FEZ-A	cell wall macromolecule biosynthetic process	GO:0044038	0.0245
4FEZ-A	tetrahydrofolate metabolic process	GO:0046653	0.0388
4FEZ-A	regulation of multicellular organismal process	GO:0051239	0.0004
4FEZ-A	maturation of SSU-rRNA	GO:0030490	0.0003
4FEZ-A	mitotic cell cycle process	GO:1903047	0.0001
4FEZ-A	signal release	GO:0023061	0.0000
4FEZ-A	cellular amine metabolic process	GO:0044106	0.0382
4FEZ-A	positive regulation of DNA-binding transcription factor activity	GO:0051091	0.0000
4FEZ-A	oligosaccharide transport	GO:0015772	0.0004
4FEZ-A	oxidative phosphorylation	GO:0006119	0.0034
4FEZ-A	positive regulation of cell differentiation	GO:0045597	0.0000
4FEZ-A	negative regulation of secretion	GO:0051048	0.0000
4FEZ-A	regulation of reproductive process	GO:2000241	0.0002
4FEZ-A	positive regulation of supramolecular fiber organization	GO:1902905	0.0000
4FEZ-A	hemicellulose metabolic process	GO:0010410	0.0001
4FEZ-A	regulation of canonical Wnt signaling pathway	GO:0060828	0.0000
4FEZ-A	transcription initiation from RNA polymerase II promoter	GO:0006367	0.0000
4FEZ-A	coenzyme A biosynthetic process	GO:0015937	0.0062
4FEZ-A	regulation of immune effector process	GO:0002697	0.0000
4FEZ-A	monocarboxylic acid metabolic process	GO:0032787	0.5798
4FEZ-A	symbiotic process	GO:0044403	0.0030
4FEZ-A	negative regulation of apoptotic process	GO:0043066	0.0000
4FEZ-A	response to estradiol	GO:0032355	0.0000
4FEZ-A	positive regulation of ion transport	GO:0043270	0.0000
4FEZ-A	negative regulation of phosphorylation	GO:0042326	0.0002
4FEZ-A	sulfur compound biosynthetic process	GO:0044272	0.3235
4FEZ-A	posttranscriptional gene silencing	GO:0016441	0.0000
4FEZ-A	mitochondrial ATP synthesis coupled electron transport	GO:0042775	0.0006
4FEZ-A	regulation of defense response to virus by virus	GO:0050690	0.0000
4FEZ-A	polyamine biosynthetic process	GO:0006596	0.0206
4FEZ-A	prosthetic group metabolic process	GO:0051189	0.0121
4FEZ-A	multi-organism cellular process	GO:0044764	0.0084
4FEZ-A	killing by symbiont of host cells	GO:0001907	0.0000
4FEZ-A	regulation of hydrolase activity	GO:0051336	0.0003
4FEZ-A	polysaccharide localization	GO:0033037	0.0001
4FEZ-A	response to mechanical stimulus	GO:0009612	0.0000
4FEZ-A	positive regulation of cell projection organization	GO:0031346	0.0000
4FEZ-A	cellular metabolic compound salvage	GO:0043094	0.1128
4FEZ-A	chorismate biosynthetic process	GO:0009423	0.0624
4FEZ-A	regulation of tube diameter	GO:0035296	0.0000
4FEZ-A	cell wall organization or biogenesis	GO:0071554	0.0527
4FEZ-A	deoxyribose phosphate biosynthetic process	GO:0046385	0.0192
4FEZ-A	nucleobase-containing compound biosynthetic process	GO:0034654	0.5893
4FEZ-A	regulation of protein modification process	GO:0031399	0.0001
4FEZ-A	negative regulation of protein depolymerization	GO:1901880	0.0000
4FEZ-A	locomotion	GO:0040011	0.0081
4FEZ-A	GTP metabolic process	GO:0046039	0.0274
4FEZ-A	ribonucleoprotein complex export from nucleus	GO:0071426	0.0001
4FEZ-A	L-serine metabolic process	GO:0006563	0.1476
4FEZ-A	ion transport	GO:0006811	0.0296
4FEZ-A	response to organonitrogen compound	GO:0010243	0.0043
4FEZ-A	intracellular receptor signaling pathway	GO:0030522	0.0000
4FEZ-A	exocytosis	GO:0006887	0.0000
4FEZ-A	regulation of peptidyl-tyrosine phosphorylation	GO:0050730	0.0000
4FEZ-A	response to abiotic stimulus	GO:0009628	0.0353
4FEZ-A	response to external biotic stimulus	GO:0043207	0.0026
4FEZ-A	ncRNA processing	GO:0034470	0.0254
4FEZ-A	diterpenoid metabolic process	GO:0016101	0.0000
4FEZ-A	positive regulation of phosphate metabolic process	GO:0045937	0.0004
4FEZ-A	DNA duplex unwinding	GO:0032508	0.0030
4FEZ-A	positive regulation of phosphorylation	GO:0042327	0.0004
4FEZ-A	cellular catabolic process	GO:0044248	0.3366
4FEZ-A	protein catabolic process	GO:0030163	0.0317
4FEZ-A	phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0009401	0.0046
4FEZ-A	regulation of cellular catabolic process	GO:0031329	0.0006
4FEZ-A	negative regulation of cell projection organization	GO:0031345	0.0000
4FEZ-A	cysteine metabolic process	GO:0006534	0.1534
4FEZ-A	organic hydroxy compound biosynthetic process	GO:1901617	0.0345
4FEZ-A	protein localization to nucleus	GO:0034504	0.0000
4FEZ-A	regulation of cell cycle phase transition	GO:1901987	0.0000
4FEZ-A	cell killing	GO:0001906	0.0000
4FEZ-A	regulation of cell migration	GO:0030334	0.0001
4FEZ-A	ribonucleoside metabolic process	GO:0009119	0.2350
4FEZ-A	ribonucleoprotein complex localization	GO:0071166	0.0000
4FEZ-A	regulation of phosphorylation	GO:0042325	0.0015
4FEZ-A	regulation of cell cycle G2/M phase transition	GO:1902749	0.0001
4FEZ-A	regulation of neuron apoptotic process	GO:0043523	0.0000
4FEZ-A	gene silencing	GO:0016458	0.0000
4FEZ-A	maintenance of location in cell	GO:0051651	0.0000
4FEZ-A	cellular biogenic amine biosynthetic process	GO:0042401	0.0808
4FEZ-A	glycolipid metabolic process	GO:0006664	0.0206
4FEZ-A	multicellular organismal process	GO:0032501	0.0041
4FEZ-A	generation of neurons	GO:0048699	0.0000
4FEZ-A	cellular component biogenesis	GO:0044085	0.0858
4FEZ-A	regulation of nucleic acid-templated transcription	GO:1903506	0.0063
4FEZ-A	regulation of cation channel activity	GO:2001257	0.0000
4FEZ-A	indole-containing compound metabolic process	GO:0042430	0.0369
4FEZ-A	lipooligosaccharide metabolic process	GO:1901269	0.0472
4FEZ-A	positive regulation of intracellular transport	GO:0032388	0.0000
4FEZ-A	regulation of peptide secretion	GO:0002791	0.0000
4FEZ-A	pyrimidine deoxyribonucleoside monophosphate biosynthetic process	GO:0009177	0.0144
4FEZ-A	nucleoside diphosphate metabolic process	GO:0009132	0.4450
4FEZ-A	regulation of RNA biosynthetic process	GO:2001141	0.0061
4FEZ-A	cytosolic calcium ion transport	GO:0060401	0.0000
4FEZ-A	purine nucleoside triphosphate metabolic process	GO:0009144	0.1466
4FEZ-A	IMP biosynthetic process	GO:0006188	0.2741
4FEZ-A	cellular protein-containing complex assembly	GO:0034622	0.0024
4FEZ-A	riboflavin metabolic process	GO:0006771	0.0146
4FEZ-A	regulation of apoptotic signaling pathway	GO:2001233	0.0000
4FEZ-A	negative regulation of protein polymerization	GO:0032272	0.0000
4FEZ-A	nucleobase biosynthetic process	GO:0046112	0.2148
4FEZ-A	positive regulation of T cell activation	GO:0050870	0.0000
4FEZ-A	aldehyde biosynthetic process	GO:0046184	0.0659
4FEZ-A	cation transmembrane transport	GO:0098655	0.0234
4FEZ-A	cold-induced thermogenesis	GO:0106106	0.0000
4FEZ-A	Fc-epsilon receptor signaling pathway	GO:0038095	0.0000
4FEZ-A	mitochondrial translational elongation	GO:0070125	0.0000
4FEZ-A	isopentenyl diphosphate metabolic process	GO:0046490	0.0417
4FEZ-A	rRNA catabolic process	GO:0016075	0.0016
4FEZ-A	positive regulation of RNA metabolic process	GO:0051254	0.0011
4FEZ-A	reproductive process	GO:0022414	0.0054
4FEZ-A	positive regulation of leukocyte activation	GO:0002696	0.0000
4FEZ-A	energy derivation by oxidation of organic compounds	GO:0015980	0.1021
4FEZ-A	modification-dependent protein catabolic process	GO:0019941	0.0023
4FEZ-A	potassium ion transport	GO:0006813	0.0005
4FEZ-A	monovalent inorganic cation transport	GO:0015672	0.0309
4FEZ-A	negative regulation of protein transport	GO:0051224	0.0000
4FEZ-A	regulation of mRNA metabolic process	GO:1903311	0.0001
4FEZ-A	circadian rhythm	GO:0007623	0.0003
4FEZ-A	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184	0.0000
4FEZ-A	sterol metabolic process	GO:0016125	0.0037
4FEZ-A	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	GO:1902221	0.0027
4FEZ-A	vacuole organization	GO:0007033	0.0001
4FEZ-A	quinone metabolic process	GO:1901661	0.0054
4FEZ-A	purine nucleoside monophosphate biosynthetic process	GO:0009127	0.3676
4FEZ-A	mitochondrial translation	GO:0032543	0.0001
4FEZ-A	protein localization to organelle	GO:0033365	0.0016
4FEZ-A	positive regulation of signal transduction	GO:0009967	0.0002
4FEZ-A	antibiotic catabolic process	GO:0017001	0.0000
4FEZ-A	regulation of stress-activated protein kinase signaling cascade	GO:0070302	0.0000
4FEZ-A	cellular response to abiotic stimulus	GO:0071214	0.0003
4FEZ-A	beta-lactam antibiotic metabolic process	GO:0030653	0.0000
4FEZ-A	positive regulation of protein-containing complex assembly	GO:0031334	0.0001
4FEZ-A	organelle disassembly	GO:1903008	0.0000
4FEZ-A	cell cycle	GO:0007049	0.0264
4FEZ-A	protein autophosphorylation	GO:0046777	0.0004
4FEZ-A	regulation of mRNA catabolic process	GO:0061013	0.0000
4FEZ-A	multicellular organism reproduction	GO:0032504	0.0010
4FEZ-A	T cell receptor signaling pathway	GO:0050852	0.0000
4FEZ-A	establishment of localization	GO:0051234	0.0202
4FEZ-A	regulation of cytokine production	GO:0001817	0.0000
4FEZ-A	immune response-regulating cell surface receptor signaling pathway	GO:0002768	0.0001
4FEZ-A	viral release from host cell	GO:0019076	0.0000
4FEZ-A	neutrophil activation involved in immune response	GO:0002283	0.0000
4FEZ-A	membrane organization	GO:0061024	0.0000
